FMID,Website,Facebook,Twitter,Youtube,OtherMedia
1018756,http://visitbrighamcity.com/farmersmarket,@historicbrigham,@historicbrigham,,
1005440,http://www.brightonfarmersmarket.org,https://www.facebook.com/pages/Brighton-Farmers-Market/113613384778,,,
1005483,http://www.hitchcockacademy.org,,,,
1012058,"http://www.bcahs.com ","Bristol Aggie Grows Farm Stand",,,
1004480,http://www.FreeWebs.com/BristolFarmersMarket,,,,
1000309,http://www.bristolfarmersmarket.org,https://www.facebook.com/BristolFarmersMarket,,,
1008017,http://www.BristowFarmersMarket.com,https://www.facebook.com/pages/Bristow-Farmers-Market/336754686393407,,,
1010604,http://www.brit.org,https://www.facebook.com/BRITorg,,,
1005301,http://thefoodtrust.org/farmers-markets/market/broad-and-snyder-1,,,,
1005321,http://thefoodtrust.org/farmers-markets/market/broad-and-south,,,,
1001493,http://www.redbudfarm.com,,,,
1018892,http://brfm.org,BroadRippleFarmersMarket,brfarmersmarket,,"Instagram - brfarmersmarket"
1019467,https://www.farmfreshri.org/,https://www.facebook.com/farmfreshri/,https://twitter.com/FarmFreshRI?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,
1006306,http://www.springsfarmersmarket.com,,,,
1010385,http://www.tacomafarmersmarket.com,https://www.facebook.com/TacomaFarmersMarket,,,
1009948,http://slavicvillage.org/farmersmarket,https://www.facebook.com/pages/Broadway-Farmers-Market,,,
1019257,http://www.town.broadway.va.us/farmers-market.html,https://www.facebook.com/BroadwayFarmMkt/,Broadwayfarmmkt,,
1018260,http://brocktonfarmersmarket.com,www.facebook.com/brocktonfarmersmarket/,twitter.com/brocktonmarket,,www.instagram.com/brocktonfarmersmkt/
1006039,http://www.bronsonhealth.com/farmersmarket,,,,
1000095,http://www.grownyc.org,https://www.facebook.com/bronxgreenmarkets,,,
1012744,http://www.bronxvillefarmersmarket.com/,https://www.facebook.com/BronxvilleFarmersMarket/,,,
1006203,http://www.cityofchicago.org/specialevents,,,,
1005367,,https://www.facebook.com/Brookecountyfarmersmarketwv/,,,
1000787,https://www.facebook.com/Brookecountyfarmersmarketwv/,,,,
1001097,http://www.brookfieldfarmersmarket.com,"www.facebook.com/BrookfieldWIfarmersmarket ",,,
1003988,http://www.brookfieldchamber.net,https://www.facebook.com/pages/Brookfield-IL-Chamber-of-Commerce/302614520085?ref=search&sid=1019319338.2148396957..1,,,
1007361,,https://www.facebook.com/brookfieldfarmersmarket,,,
1012726,http://www.brookhavenfarmersmarket.com,https://www.facebook.com/brookhavenmarket,,,
1002166,,https://www.facebook.com/farmersmarketbrookaven,,,
1005482,http://www.brookingsfarmersmarket.com,https://www.facebook.com/pages/Brookings-Farmers-Market/117737541579595,,,
1019527,http://www.101farmersmarket.com/,https://www.facebook.com/Brookingsharborfarmersmarket/,,,
1018280,http://www.lickingcreekbendfarm.com,https://www.facebook.com,,,https://www.instagram.com/lickingcreekbendfarm/
1012257,http://www.community-foodworks.org/monroe-street-ne,https://www.facebook.com/FarmersMarketontheArtsWalk/,https://twitter.com/monroestfm,,
1012091,http://brooklinefarmersmarket.com,https://www.facebook.com/BrooklineFarmersMarket/,,,https://www.instagram.com/brooklinefarmersmarket/
1000100,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,
1007767,http://www.nectfarmersmarket.org,,,,
1002427,http://www.brooksidefarmersmarket.com,www.facebook.com/BrooksideFarmersMarket,https://twitter.com/BKSfarmersmkt,,www.instagram.com/brooksidefarmersmarket/
1006584,http://www.pcfma.com/market_home.php?market_id=75,,,,
1008379,,https://www.facebook.com/BrooksvilleMaineFarmersMarket,,,
1001086,,https://www.facebook.com/groups/63096253830/,,,
1005909,http://www.brookwoodfarmersmarket.com,,,,
1012171,http://www.bcregionalmkt.com,Facebook.com/broomecountyregionalfarmersmarket,,,
1017989,http://www.holycomforterchurch.net/broomfield-farmers-market/,www.facebook.com/Broomfield-Farmers-Market-at-Holy-Comforter-205491972824879/,,,
1018135,http://www.browndeerfarmersmarket.org,www.facebook.com/BrownDeerFarmersMarket,,,
1019468,https://www.farmfreshri.org/,https://www.facebook.com/brownfarmersmarket/,https://twitter.com/FarmFreshRI?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,
1017938,http://www.brownsburg.org,facebook.com/brownsburgfarmersmarket,,,
1009721,http://www.brownstowndda.org,https://www.facebook.com/BrownstownFarmersMarket?ref=hl,,,
1004188,http://www.brownstownchamber.org,,,,
1001326,http://www.brownsvillefarmersmarket.net,,,,
1001910,http://www.gocfa.org,,,,
1006168,http://www.brownsvillefarmersmarket.com,https://www.facebook.com/BrownsvilleFarmersMarket,,,
1008924,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,
1008922,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,
1009204,http://www.localharvest.org/brownwood-farmers-market-M59762,,,,
1017968,,"Bruce Community Farmers Market",,,
1000211,http://www.pcfamilyfit.org,,,,
1016892,http://www.brunswickfoodforest.org,"Brunswick Farmer's Market",,,
1006260,http://www.townofbrunswick.org,,,,
1008607,http://www.btlt.org/farmers-market,,,,
1007369,http://www.brushchamber.org,,,,
1008485,http://www.farmtocity.org/FarmersMarkets.asp,https://www.facebook.com/Bryn-Mawr-Farmers-Market-104172772952887/,https://twitter.com/FarmtoCity,,
1011923,http://BTNLakeNonaFarmersMarket.weebly.com,https://www.facebook.com/LakeNonaFarmersFreshMarket/,,,www.BTNWildlife.org
1006164,http://www.buchananfarmersmarket.com,,,,
1008472,http://www.buckeye-acres.com,,,,
1011832,http://www.buckeyeaz.gov,https://www.facebook.com/buckeyeaz.gov,https://twitter.com/buckeyeazgov,https://www.youtube.com/watch?v=IZmrP_tIBeo,
1009437,,https://www.facebook.com/BuckfeildFarmersMarketCoOp,,,
1001707,,www.facebook.com/BuckhannonUpshurFarmerMarket,,,
1009376,http://www.bucklandfarmmarket.com/,https://www.facebook.com/pages/Buckland-Farm-Market/102039677901,,,
1019218,http://villagevents@cox.net,,,,
1008953,,https://www.facebook.com/BucksportBayFarmersMarket,,,
1000170,http://www.bvmarket.com,,,,
1002305,http://www.mainstreetbuffalo.org,,,,
1010621,,https://www.facebook.com/bunnellfarmswapandmarket?ref=hl,,,
1000843,http://www.burbankfarmersmarket.org,https://www.facebook.com/burbankfarmersmarket,@BurbFarmMkt,,burbankfarmersmarket
1001541,http://www.discoverburien.com,,,,
1019492,https://www.fairfaxcounty.gov/parks/farmersmarkets/burke,https://www.facebook.com/events/786233015044186/,,,@fairfaxfarmmarkets
1018514,https://www.burkeareafarmersmarket.com,https://www.facebook.com/BurkeAreaFarmersMarket/,,,
1019241,,facebook.com/cumberlandcountyfood,,,
1009233,http://www.burlesonfarmersmarket.com/,,,,
1011375,,https://www.facebook.com/pages/Burlingame-Kansas-Farmers-Market/1392689114394059?fref=ts&ref=br_tf,,,
1005322,http://www.burlingamechamber.org,,,,
1007666,http://www.burlcoagcenter.com,,,,
1011402,http://www.farmersfeedingfolks.org,https://www.facebook.com/FarmersFeedingFolks,https://twitter.com/FarmMarketBurNC,,
1005892,http://www.coffeycountychamber.com,,,,
1012090,http://www.burlingtonfarmersmarket.org,https://www.facebook.com/Burlington-Farmers-Market-115041215180553/,,,
1019316,http://www.burlingtonfarmersmarket.org/,https://www.facebook.com/BurlingtonFarmersMarketVT,,,"Instagram:  @bfmvermont"
1011043,http://www.farmersmarketburlington.org,,,,
1010100,http://www.farmersmarket.05408.org,https://www.facebook.com/pages/New-North-End-Farmers-Market/153281078060256,,,
1009303,,https://www.facebook.com/BurnapsFarmMarket,,,
1004249,http://www.funkytonkfarmersmarket.com,https://www.facebook.com/funkytonkfarmersmarket,,,
1008964,,https://www.facebook.com/pages/Burnett-County-Farmers-Markets,,,
1012716,,https://www.facebook.com/Burnett-County-Farmers-Markets-250874305027758/,,,
1008967,,https://www.facebook.com/Burnett-County-Farmers-Markets-250874305027758/,,,
1008969,,https://www.facebook.com/Burnett-County-Farmers-Markets-250874305027758/,,,
1006194,http://www.shastagrowersassociation.com,,,,
1004904,http://www.stpaulfarmersmarket.com,,,,
1012559,,"Route 50 Green Market",,,
1019423,http://burrillvillefarmersmarket.org,"Burrillville Farmers Market",,,
1004727,http://www.EcoStationNY.org,,,,
1004730,http://www.EcoStationNY.org,,,,
1005485,http://www.ButlerFarmersMarket.com,,,,
1001362,http://www.mainstrreetbutte.org/fmarket.htm,https://www.facebook.com/ButteFM,,,
1010322,http://seedfoundationnc.com/?page_id=134,https://www.facebook.com/BuyFreshBuyLocalNC,,,
1010321,http://seedfoundationnc.com/?page_id=134,https://www.facebook.com/BuyFreshBuyLocalNC,,,
1008380,http://byrdhousemarket.blogspot.com,https://www.facebook.com/byrdhousemarket,,,
1005481,http://www.byrnesmill.org/farmersmarket,,,,
1002617,,https://www.facebook.com/ByronCenterFarmersMarket,,,
1007741,http://www.itsalldowntown.com/c-streetmarket,,,,
1010702,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2553,,,,
1009640,http://www.gardenersmarket.org,https://www.facebook.com/cachevalleygardenersmarket,,,
1004299,,https://www.facebook.com/cadiztriggfarmersmarket,,,
1004927,,https://www.facebook.com/caganfarmersmarket/,,,
1002026,,http://www.facebook.com/pages/Kauneonga-Lake-Farmers-Market/112206352134212,,,
1005821,http://www.caldwellidfarmersmarket.com,https://www.facebook.com/pages/Caldwell-Farmers-Market/78644466683,,,
1002113,http://www.caledoniafarmersmarket.org,,,,
1018262,https://sites.google.com/site/caledoniafarmersmarket/,https://www.facebook.com/St.J.Farmers.Market/,,,
1018263,https://sites.google.com/site/caledoniafarmersmarket/,https://www.facebook.com/St.J.Farmers.Market/,,,
1002174,http://www.calerafarmersmarket.com,,,,
1010783,http://calexicorecreation.org/events/calexico-farmers-market,https://www.facebook.com/clxfarmersmarket,,,
1001554,http://www.calogardens.com,,,,
1002788,http://www.aces.edu/calhoun,,,,
1007348,http://www.urbanvillageonline.com,,,,
1018459,https://www.visitstmarysmd.com/food-drink/detail/california-farmers-market,https://www.facebook.com/CaliforniaBAEFarmersMarket,,,
1009017,http://www.calistogafarmersmarket.com,,,"Calistoga Farmers Market",
1008263,http://www.WaterfrontMarkets.org,https://www.facebook.com/Callaway.Community.Farmers.Market,,,
1003561,http://www.callawaygardens.com/info/calendar/calendar.farmers-market.event.aspx,,,,
1002666,http://www.sullivancountyfarmersmarkets.org,https://www.facebook.com/scfma,,,
1002669,http://www.sullivancountyfarmersmarkets.org,https://www.facebook.com/scfma,,,
1004192,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,
1004193,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,
1004194,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,
1010782,,www.facebook.com/summeroncamano,,,instagram.com/camanofarmersmarket
1018257,http://camarillofarmersmarket.com,,,,
1010081,http://www.camasfarmersmarket.org,https://www.facebook.com/#!/pages/Camas-Farmers-Market/45735637022,no,"no ",no
1007349,http://www.urbanvillageonline.com,,,,
1012479,http://www.massfarmersmarkets.org,www.facebook.com/CentralSquareFarmersMarket,@MAFarmMarkets,,
1001638,http://www.cambridgeidaho.com,,,,
1002969,http://www.cambridgemainstreet.com/index.php?page=main-street-farmers-market,https://www.facebook.com/pages/Cambridge-Farmers-Market/349629905059203?fref=ts,,,
1010107,http://www.cambridgewi.com,https://www.facebook.com/pages/Cambridge-Farmers-Market/256457801041850?ref=hl,,,
1018781,,https://www.facebook.com/Cambridge-Farmers-Market-228215317663/,,,
1005216,http://www.camden-ahec.org,,,,
1004233,http://CamdenAveFarmersMarket.com,https://www.facebook.com/CamdenAvenueFarmersMarket,,,
1000122,http://www.iatp.org/minimarkets,,,,
1002674,http://www.camelliacitymarket.org,https://www.facebook.com/CamelliaCityMarket,,,"Facebook.com/CamelliaCityMarket "
1018502,http://cameronparkmarket.org/,https://www.facebook.com/cameronparkfarmersmarket/,,,
1003776,http://www.eldoradofarmersmarket.com,,,,
1009861,http://www.onslowncfarmersmarket.com,,https://twitter.com/FarmersMarketNC/,,
1006428,http://www.ccfarmersmarket.net,https://www.facebook.com/campbellcountyfarmmarket,,,
1006429,http://www.ccfarmersmarket.net,https://www.facebook.com/campbellcountyfarmmarket,,,
1009653,http://www.ccfarmersmarket.net,https://www.facebook.com/campbellcountyfarmmarket,,,
1007356,http://www.urbanvillageonline.com/,,,,
1006978,,None,None,None,None
1006485,http://www.canaanmefarmersmarket.webs.com/,,,,
1011170,,"Canaan Farmers' Market",,,
1009034,http://Canaldistrictfarmersmarket.com,https://www.facebook.com/canaldistrictfarmersmarket,https://twitter.com/Canaldistrict,,"Instagram @canaldistrict"
1009411,http://www.localharvest.org/canal-fulton-farmers-market-M23597,,,,
1012183,http://www.canalmarketdistrict.org,facebook.com/canalmarketdistrict,,,"Instagram @canalmarketdistrict"
1001214,http://www.thecwfm.com,,,,
1002058,http://www.canandaiguafarmersmarket.com,,,,
1002837,,http://www.facebook.com/VACanandaigua,,,http://www.canandaigua.va.gov/news/index.asp
1006790,http://www.canby.com/canbycbr,https://www.facebook.com/CanbySaturdayMarket,,,
1003627,http://www.canerivergreenmarket.com,https://www.facebook.com/CRGreenMarket,,,
1012548,"http://Cannon Beach Market.org","Cannon Beach Farmers Market","info@cannon Beach Farmers Market",,
1008796,http://www.cannonparkmarket.com,https://www.facebook.com/CannonParkCommunityMarket,https://twitter.com/CannonParkCM,,
1012038,http://coastalpacificinfo.us,https://www.facebook.com/canogafarmersmarket/,,,
1018360,http://canoncityfarmersmarket.com,canoncityfarmersmarket,,,
1012636,http://www.ccfma.net,"Canterbury Community Farmers Market Association",,,
1001397,http://www.cantonhdl.com,,,,
1002869,http://www.canton-mississippi.com,,,,
1006495,http://www.extension.uiuc.edu/fulton,,,,
1008518,http://www.cantonfarmersmarket.org,https://www.facebook.com/CantonNYFarmersMarket?fref=ts,,,
1017959,http://www.canton-mi.org/,https://www.facebook.com/cantonfarmersmarket/,,,
1009677,http://focusofcanton.com/farmers-market-canton-nc.html,https://www.facebook.com/CantonThursdayFarmersMarketAndMore?ref=hl,,,
1005102,http://www.cantonfarmersmarket.com,https://www.facebook.com/CantonOhioFarmersMarket?fref=ts,,,
1005101,http://www.cantonfarmersmarket.com,https://www.facebook.com/CantonOhioFarmersMarket?fref=ts,,,
1010438,http://www.CanyonvilleFarmersMarket.org,https://www.facebook.com/CanyonvilleFarmersMarket,,,
1005325,http://www.capeannfarmersmarket.org,,,,
1005326,http://www.capeannfarmersmarket.org,,,,
1018068,http://www.CapeCoralFarmersMarket.com,"Cape Coral Farmers Market",https://twitter.com/capecoralfarmer,,
1006963,,https://www.facebook.com/pages/Cape-Farmers-Market/105485396140615,,,
1005285,http://www.caperiverfrontmarket.com,https://www.facebook.com/CapeRiverfrontMarket,https://twitter.com/CapeRiverMarket,,http://pinterest.com/crmmarket/
1011930,http://www.downtowndoverpartnership.com/,https://www.facebook.com/capitalcityfarmersmarket/,,,
1004444,http://capcitymarket.wordpress.com,https://www.facebook.com/pages/Capital-City-Farmers-Market/443225632425416,,,
1006925,http://www.destinationtrenton.com/events/event-markets/,https://www.facebook.com/trentondowntownassociation/?fref=ts,https://twitter.com/trentondowntown,,
1018446,http://montpelierfarmersmarket.com,@montpelierfarmersmarket,,,"Instagram @montpelierfarmersmarket"
1018443,http://montpelierfarmersmarket.com,@montpelierfarmersmarket,,,"Instagram @montpelierfarmersmarket"
1000314,http://www.capitaldistrictfarmersmarket.org,,,,
1010194,http://www.cdphp.com/en/Classes-And-Events/farmers-market,,,,
1018359,http://www.capitalharvestdc.com,CapitalHarvestonthePlaza,@CapHarvestDC,,
1008481,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1769,,,,
1004765,http://www.ataclincolncounty.org,,,,www.FarmersMarketsNM.org
1004165,http://www.seattlefarmersmarkets.org,https://www.facebook.com/broadwayfarmersmarket,https://twitter.com/seattlefarmmkts,,
1004827,http://www.capitolmarket.net,,,,
1016796,"http://www.kdheks.gov/bhp/farmers_market/ ",,,,
1009280,,https://www.facebook.com/pages/Capitol-Riverfront-Farmers-Market-at-Canal-Park/106331419410626,,,
1004700,http://www.capitolviewfarmersmarket.com,https://www.facebook.com/pages/Capitol-View-Farmers-Market/204572939582186,,,
1002791,http://www.captinaproduceauction.com,,,,
1018375,http://BuyLocalLee.com,CaptivaIslandFarmersMarket,,,
1006857,http://www.carbondalemainstreet.com,https://www.facebook.com/pages/Carbondales-Friday-Night-Fair/198291346855741,https://twitter.com/CdaleFridayFair,,
1003292,http://www.carbondalefarmersmarket.com/,,,,
1011167,,https://www.facebook.com/pages/Carbondale-Farmers-Market/108003322564892,https://twitter.com/cfm1975,,
1012654,http://www.arizonacommunityfarmersmarkets.com/FM_Carefree.html,https://www.facebook.com/Carefree-Farmers-Market-151858821512415/,https://twitter.com/CarefreeMarket,,
1003478,http://www.cariboumaine.net,,,,
1012670,,http://www.facebook.com/CarlisleFarmersMarket/,,,
1011230,http://Carlislefarmersmarket.org,,,,
1004804,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,https://www.facebook.com/CarlsbadDowntownFarmersMarket,,,
1017923,http://carltoncountyfarmersmarket.com,"Carlton County Farmers Market",,,
1017922,http://carltoncountyfarmersmarket.com,"Carlton County Farmers Market",,,
1002693,http://www.playandstaycarlyle.com,,,,
1007367,http://www.carmelfarmersmarket.com,https://www.facebook.com/carmelfarmersmarket,https://twitter.com/carmelfarmmrkt,,
1008450,http://www.montereybayfarmers.org,https://www.facebook.com/pages/Monterey-Bay-Certified-Farmers-Markets/112446802152723,https://twitter.com/MBFarmersMarket,,www.edibleparadise.com
1006651,http://www.carnationfarmersmarket.org,https://www.facebook.com/pages/Carnation-Farmers-Market/113831768657527,https://twitter.com/CarnationFmrMkt,,https://www.instagram.com/carnationfarmersmarket/
1009038,http://www.carochamber.org,https://www.facebook.com/pages/Caro-Farmers-Market/156760491000879,,,
1010092,http://carolinabeachfarmersmarket.com/,https://www.facebook.com/CarolinaBeachFarmersMarket,,,
1012028,http://waccamawmarkets.org/,https://www.facebook.com/WaccamawMarketCooperative/,,,
1019417,,CarolinafreshmarketandmoreSC,,,
1010106,http://www.brooktondalecc.org,https://www.facebook.com/pages/Caroline-Farmers-Market/274996612592699,,,
1011610,http://www.nccde.org/farmersmarkets,https://www.facebook.com/pages/New-Castle-County-Farmers-Market-Program/1428440977407063?ref=hl,,,
1011740,http://www.carrborofarmersmarket.com,https://www.facebook.com/carrborofarmersmarket,https://twitter.com/carrboromarket,,
1004738,http://www.carrollcountyfarmersmarket.com,https://www.facebook.com/pages/Carroll-County-Farmers-Market/192497340781195?ref=br_tf,,,
1004016,http://www.mmdividercd.org,,,,
1006021,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,https://www.facebook.com/BrooklynGreenmarkets,https://twitter.com/NYCGreenmarkets,,
1008322,,https://www.facebook.com/CarrolltonFarmersMarket,,,
1019270,http://carsonfarmersmarket.com,Facebook@carsonfarmersmarket,Twitter@3rdcurryfm,,Instagram@carsonfarmersmarket
1000369,http://www.farmernet.com,,,,
1001264,http://www.carthage.ny.com,,,,
1012173,http://www.caryfarmersmarket.com,https://www.facebook.com/CaryDowntownFarmersMarket/,@CaryNCfarmermkt,,
1009997,http://www.carygrovechamber.com,https://www.facebook.com/CaryFarmersMarket,,,
1011489,http://www.casalarga.com/The-Winery/Events/Marketplace,,,,
1002636,http://www.cascadeiowa.org,,,,
1002040,http://www.windancefarmsandart.com,,,,
1000566,http://www.cascofarmersmarket.org,www.facebook.com/cascofarmersmarket,https://twitter.com/CascoFMKT,,
1008997,http://students.case.edu/farm/food/farmermarket.html,https://www.facebook.com/CWRUFarm,https://twitter.com/CWRUFarm,,
1007668,http://www.cassfarmers.com,,,,
1009464,http://www.localharvest.org/cassopolis-farmers-market-M22415,,,,
1003586,http://www.castinefarmersmarket.org/,,,,
1011711,http://localfarmtomarket.com,https://www.facebook.com/Castle-Hills-Farm-To-Market-343343119195490,,,
1003143,http://www.douglascountyextension.org,,,,
1011460,http://pcfma.org,facebook.com/CastroFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma
1007358,http://www.urbanvillage@earthlink.net,,,,
1012399,http://www.CaswellLocalFoods.org,www.facebook.com/CaswellLocalFoods/,www.twitter.com/eatwellcaswell,,www.instagram.com/localfoodincaswell
1008276,http://www.catawbacountync.gov/phealth/Adult/FarmersMarket.asp,https://www.facebook.com/catawbacountypublichealth,,,
1012444,http://market.catawbafarms.com,https://www.facebook.com/CatawbaFarms,https://twitter.com/Catawba_Farms,,https://www.flickr.com/photos/141883075@N07/albums/72157666973763026
1019159,https://www.catawbafarmersmarket.com/,https://www.facebook.com/Catawba-Valley-Farmers-Market-129469157077509/,,,
1003681,http://www.catonsvillefarmersmarket.com,https://www.facebook.com/catonsvillefarmersmarket,,,
1002643,,http://www.facebook.com/pages/Lapeer-Farmers-Market/401206524993,,,
1008732,http://www.cavecityconventioncenter.com,https://www.facebook.com/pages/Cave-City-Kentucky-Tourism/570373322991295,,,
1010163,http://www.cazenoviachamber.com/,https://www.facebook.com/CazenoviaFarmersMarket,,,
1009351,http://www.localharvest.org/ccc-farmers-market-in-bonanza-M56709,,,,
1006846,,https://www.facebook.com/pages/Central-Colorado-Foodshed-Alliance/148961155114184,,"Buena Vista",
1006847,,https://www.facebook.com/pages/Central-Colorado-Foodshed-Alliance/148961155114184,,http://www.youtube.com/watch?v=0KvOkZH2QQ0,
1005295,http://thefoodtrust.org/farmers-markets/market/cecil-b-moore,,,,
1000690,http://www.extension.usu.edu/ironmg,https://www.facebook.com/ccdowntownfarmersmarket,,,
1012616,https://cedarfallsfarmersmarket.net/,https://www.facebook.com/Cedar-Falls-Farmers-Market-116358658381830/,CFFarmersMkt,,
1012484,http://www.cedarmillfarmersmarket.org,"Cedar Mill Farmers market",,,
1006003,http://www.cenyc.org,,,,
1003488,http://www.doylescedarhill.com/farmers-market,https://www.facebook.com/MurphyNCFarmersMarket,,,
1006849,http://www.sulphurspringsfarmersmarket.com,https://www.facebook.com/SulphurSpringsMarket,,,
1019405,http://www.celinafarmersmarket.com,https://www.facebook.com/CelinaFarmersMarket/,,,https://www.instagram.com/celinafarmersmarket/
1018734,http://celinamarketonthesquare.com/,https://www.facebook.com/FridayNightMarketCelina/,,,https://www.instagram.com/celinafridaynightmarket/
1004680,http://www.CentennialLakesPark.com,,,,
1001940,http://www.centercitygreenmarket.com,,,,
1001036,http://www.anchoragemarkets.com,,,,
1018800,http://www.centervillega.org/events/event/centerville-farmers-market/,https://www.facebook.com/CenterParkatCenterville/,,,
1012117,,https://www.facebook.com/Centerville-Farmers-Market-1239079762770121/,,,
1010090,http://www.centervillefarmersmarket.com,https://www.facebook.com/pages/Centerville-Farmers-Market/185295434850051,,,
1012449,http://www.centracare.com/wellness/farmers-market/,https://www.facebook.com/CentraCareHealth/,,,
1012589,http://www.marketmonday.org/,https://www.facebook.com/pages/Market-MondaySartell-Saturday-Winter-Market/204582149559040,,https://www.youtube.com/user/marketmondays,
1005208,http://www.farmernet.com,,,,
1005931,http://www.centralcitymarket.com,,,,
1019465,https://www.farmfreshri.org/,https://www.facebook.com/farmfreshri/,https://twitter.com/FarmFreshRI?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,
1003576,http://www.alaskaartguild.com,,,,
1010399,http://Centralmarketyork.com,"Central Market York",,,
1009725,http://www.centralsarasotafarmersmarket.com,https://www.facebook.com/CentralSarasotaFarmersMarket,,,
1000799,,https://www.facebook.com/centrevillemarket,,,
1003440,http://www.ccfm.com,,,,
1002943,http://www.cerespartnership.org,,,,
1010147,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,
1011833,http://www.certifiedarkansasfarmersmarket.com,https://m.facebook.com/Argenta-Farmers-Market-110116209028051/?ref=bookmarks,,,
1001583,http://www.arkansasfood.net,,,,
1004929,http://www.agriculture.sc.gov,,,,
1001321,http://www.myfarmersmarkets.com,"Promenade Mall Farmers' Market",,,
1009248,http://www.localharvest.org/cfms-certified-farmers-markets-of-sacramento-M45555,,,,
1000891,http://www.chadron.com,,,,
1004645,,ChallisCommunityFarmersMarket,,,
1006246,http://www.chambleefarmersmarket.com,,,,
1018387,,champfarmermarkets@facebook.com,,,
1012507,,"Corner of market Street and Locust Street",,,
1019543,https://champlainislandsfarmersmarket.org/,https://www.facebook.com/ChamplainIslandsFarmersMarket/,,,
1018080,http://www.downtownchandler.org/farmersmarket/,https://www.facebook.com/ChandlerFarmersMarket/,https://twitter.com/DwntnChandler,,https://www.instagram.com/chandlerfarmersmarket/
1007672,http://www.chandlerhillvineyards.com,,,,
1004593,http://www.cchaos.org,https://www.facebook.com/groups/325905940864004/?fref=ts,,,
1002231,http://www.chappaquafarmersmarket.org,https://www.facebook.com/ChappaquaFarmersMarket,https://twitter.com/chapaqquafarmersmarket,,
1006859,http://www.charitonchamber.com,https://www.facebook.com/pages/Chariton-Area-ChamberMain-Street/140351426003653,,,
1002644,http://www.teamcharleroi.org,,,,
1018171,,https://www.facebook.com/charlescityFM/,,,
1004643,http://www.biloxi.ms.us/pr,https://www.facebook.com/pages/-Biloxi-Farmers-Market-Charles-R-Hegwood-Farmers-Market-Biloxi-MS/168392939896442,,,
1007673,http://www.charlesstreetfridaymarket.com,,,,
1018886,,"Charles Town Farmers Market, WV",,,
1017995,,https://www.facebook.com/Charleston-Ar-Farmers-Market-1593672464260381/,,,
1018335,http://CharlestonFarmersMarket.com,https://www.facebook.com/CharlestonFarmersMarket/?ref=settings,@charlestonfarms,,"Instagram; @charlestonfarms"
1008484,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2074,,,,
1005148,http://www.charlestownfarmersmarket.com,,,,
1005149,http://www.charlestownfarmersmarket.com,,,,
1018015,http://www.charlestownlandtrust.org,"http://facebook.com/charlestownfarmersmarket ",,,https://charlestownfarmersmarket.wordpress.com/page/3/
1004271,http://www.charlevoixmainstreet.org,https://www.facebook.com/CharlevoixFarmersMarket,https://twitter.com/MChrisLeese,https://www.youtube.com/watch?v=DW6QtJYCPiU,http://instagram.com/mchrisleese
1012019,http://www.charlottesville.org/departments-and-services/departments-h-z/parks-recreation-/city-market,https://www.facebook.com/CharlottesvilleCityMarket/,,,
1003164,http://www.adirondackfarmersmarket.com,,,,
1004201,http://www.ChathamBoroughFarmersMarket.org,https://www.facebook.com/Chatham-Borough-Farmers-Market-110011434705/,,,https://www.instagram.com/chathamboroughfarmersmarket/
1005834,,"https://www.Facebook.com/ChathamFarmer'sMarket",,,
1000626,http://www.chathammillsfarmersmarket.com,www.facebook.com/Chatham-Mills-Farmers-Market,,,
1003729,http://www.farmernet.com,,,,
1011537,http://chattanoogamarket.com,https://www.facebook.com/chattamarket,https://twitter.com/chattamarket,,
1010325,http://www.simon.com,https://www.facebook.com/chautauquamall.com,https://twitter.com/chautauquamall,www.youtube.com/chautauquamall,www.instagram.com/chautauquamall
1012273,http://www.chazy.com,https://www.facebook.com/ChazyOrchardsInc,,,
1004684,http://www.msue.msu.edu/cheboygan,,,,
1006635,https://www.cherrystreetfarmersmarket.com,https://www.facebook.com/cherrystreetfarmersmarketassociation,https://twitter.com/CSFMTulsa,www.youtube.com/user/cherrystreetfarmers,http://instagram.com/cherrystreetfarmersmarket
1004463,http://chelmsfordagwayfarmersmarket.blogspot.com/,https://www.facebook.com/chelmsfordagwayfarmersmarket,https://twitter.com/chelmsfordagway,,https://www.instagram.com/chelmsfordagway/
