FMID,MarketName,street,city,County,State,zip,x,y
1008969,"Burnett County Farmers' Markets - Siren","23943 State Road 35",Siren,Burnett,Wisconsin,54872,-92.381705,45.783712
1006194,"Burney Certfied Farmers Market","37143 Main St",Burney,Shasta,California,96013,-121.664,40.8821
1002006,"Burney Wednesday Farmers Market","Vfw Hall - Main Street",Redding,Shasta,California,96099,-122.367,40.6783
1004904,"Burnsville Farmers Market Ii","3333 Cliff Rd., Mary Mother Of The Church",Burnsville,Dakota,Minnesota,55337,-93.2741,44.771
1012559,"Burnt Hills Farmers Market","802 Saratoga Rd. (route 50)","Burnt Hills",Saratoga,"New York",12027,-73.8997429,42.9085405
1019423,"Burrillville Farmers Market","75 Tinkham Lane",Harrisville,Providence,"Rhode Island",02830,-71.677124,41.967496
1007007,"Burwell Farmers Market","Congregational Church",Burwell,"Garfield County",Nebraska,,-99.1332,41.7817
1004868,"Bush Farmers Market","81088 Watt-thomas Road",Bush,,Louisiana,70431,-89.9001,30.6088
1004727,"Bushwick Farmers' Market","Halsey Street And Broadway",Brooklyn,Kings,"New York",11233,-73.914932,40.68543
1004730,"Bushwick Farmers' Market Satellite Farm Stand","Woodbine Street And Irving Avenue",Brooklyn,Kings,"New York",11237,-73.911992,40.697454
1002567,"Butler County Farmers Market, Greenville, Al","701 Cedar",Greenville,Butler,Alabama,36037,-86.617709,31.830281
1005485,"Butler Farmers Market","12700 W Hampton Ave",Butler,Waukesha,Wisconsin,53007,-88.069654,43.104857
1004214,"Butler Plaza Satellite Market","Southwest Gainesville At Butler Plaza",Gainesville,Alachua,Florida,32608,-82.3794,29.6223
1001990,"Butler Walkabout Farmers Market","400 West Pushmatha Street",Butler,Choctaw,Alabama,36904,-88.2376,32.0938
1001362,"Butte Farmers Market","Uptown Butte",Butte,"Silver Bow",Montana,59701,-112.5364,46.01269
1010322,"Buy Fresh Buy Local Of North Carolina Farmers Market - Salisbury","1560 Julian Road",Salisbury,Rowan,"North Carolina",28146,-80.4806906,35.6264636
1010321,"Buy Fresh Buy Local Of North Carolina Farmers Market - Spencer","400 Block South Salisbury Avenue",Spencer,Rowan,"North Carolina",28159,-80.4342396,35.6884453
1007604,"Buzzards Bay Farmers Market","Buzzards Bay Park, Near 70 Main St","Buzzards Bay",,Massachusetts,02532,-70.6206,41.7462
1008380,"Byrd House Market","Idlewood Ave And S. Linden St.",Richmond,"Richmond City",Virginia,23220,-77.453933,37.542026
1005481,"Byrne's Mill Farmers' Market","At The Intersection Of Hwy 30 And Route W, Behind Mcdonalds On Hunter Lane","Byrne's Mill",Jefferson,Missouri,63051,-90.585022,38.420242
1002617,"Byron Farmer's Market","84th St & Byron Center Ave","Byron Center",Kent,Michigan,49315,-85.722456,42.812545
1007741,"C Street Market","329 E Commercial",Springfield,Greene,Missouri,65803,-93.2900958,37.2297034
1010702,"Cabool Area Farmers' Market","601 Main Street",Cabool,Texas,Missouri,65689,-92.096349,37.123768
1009640,"Cache Valley Gardeners' Market","199 North Main Street",Logan,Cache,Utah,84321,-111.83565,41.7347646
1004248,"Cadillac Area Farmers Market","Lake Street Near The Wexford County Public Library",Cadillac,Wexford,Michigan,49601,-85.402114,44.250855
1004299,"Cadiz Trigg County Farmer's Market","70 Main Street Downtown Cadiz",Cadiz,Trigg,Kentucky,42211,-87.83619,36.862713
1004927,"Cagan Crossings Farmers' Market","600 Cagan Park Ave.",Clermont,Lake,Florida,34714,-81.678425,28.355644
1002592,"Cairo State Farmers Market","1110 North Broad Street",Cairo,Grady,Georgia,31728,-84.208,30.8884
1004862,"Cajun Farmers Market",Naquin,Houma,Terrebonne,Louisiana,70361,-90.7272087,29.5943053
1003449,"Calabasas Old Town Farmers Market","Calabasas & Mulholland Dr.",Calabasas,"Los Angeles",California,91303,-118.636,34.1587
1001342,"Caldwell County Farmers Market","5936 Rock Falls Road",Lenoir,Caldwell,"North Carolina",28645,-81.5386,35.9166
1002026,"Caldwell Farmers Market","Municpal Lot Between Smull And Personette (behind The Caldwell Cinema",Caldwell,Essex,"New Jersey",07006,-74.275217,40.839983
1005821,"Caldwell Farmers Market","7th Street And Blaine",Caldwell,Canyon,Idaho,83605,-116.6892,43.66542
1002113,"Caledonia Farmers Market","9942 Cherry Valley Ave",Caledonia,Kent,Michigan,49316,-85.5067032,42.7842298
1018262,"Caledonia Farmers Market Association - Saturday","Pearl St","St. Johnsbury",Caledonia,Vermont,05819,-72.016637,44.416902
1018263,"Caledonia Farmers Market Association - Winter","Depot Square","St. Johnsbury",Caledonia,Vermont,05819,-72.015393,44.417208
1002174,"Calera Farmers Market","9758 Hwy 25, Calera, Al 35040",Calera,Shelby,Alabama,35040,-86.76804,33.096
1010783,"Calexico Farmers Market","850 Encinas Avenue",Calexico,Imperial,California,92231,-115.487132,32.67585
1001554,"Calgo Gardens Farmers Market","84 Cross Street",Lakewood,Ocean,"New Jersey",,-74.224,40.0553
1003599,"Calhoun City Farmers Market",,"Calhoun City",Calhoun,Mississippi,38916,-89.3129,33.8546
1002788,"Calhoun County Farmers Market","1702 Noble Street",Anniston,Calhoun,Alabama,36202,-85.831171,33.666702
1003689,"Calhoun County Farmers Market","Upper West Fork Park",Chloe,Calhoun,"West Virginia",25268,-81.092427,38.698875
1000532,"Calhoun County Farmers Market","Indepedence Street","St. Matthews",Calhoun,"South Carolina",29135,-80.7799,33.6647
1001323,"Calhoun County Farmers Market","On The East Side Of The Courthouse Square","Rockwell City",Calhoun,Iowa,50579,-94.6342,42.3947
1007348,"California Avenue Farmers' Market","California Ave. And El Camino St.","Palo Alto","Santa Clara",California,94304,-122.125309,37.4141716
1018459,"California Farmers Market","22810 Three Notch Road",California,"St. Mary's",Maryland,20619,-76.499596,38.294524
1009017,"Calistoga Farmers Market","1235 Washington Street",Calistoga,Napa,California,94515,-122.580231,38.578829
1008263,"Callaway Community Farmers' Market","5916 Cherry Street",Callaway,Bay,Florida,32404,-85.585966,30.144992
1003561,"Callaway Gardens Farmers Market","U. S. Hwy. 27, Callaway Gardens Beach Gate","Pine Mountain",Harris,Georgia,31822,-84.846618,32.847217
1002666,"Callicoon Farmers Market","A. Dorrer Drive",Callicoon,Sullivan,"New York",12723,-75.058104,41.765515
1002669,"Callicoon Indoor Winter Farmers' Market","8 Creamery Road",Callicoon,Sullivan,"New York",12723,-75.0555,41.76402
1003938,"Calmar Farmers Market","Calmar Depot",Calmar,Winneshiek,Iowa,52132,-91.8664,43.1819
1004192,"Calvert County Farmers Market - Barstow","130 Calvert Fair Drive",Barstow,Calvert,Maryland,20610,-76.617912,38.522728
1004193,"Calvert County Farmers Market - Prince Frederick","130 Hospital Road, Parking Lot Adjacent To Route 4","Prince Frederick",Calvert,Maryland,20678,-76.597676,38.558772
1004194,"Calvert County Farmers Market - Solomons","Near 14550 Solomons Island Rd.",Solomons,Calvert,Maryland,20688,-76.461245,38.324634
1004482,"Camanche Farmers Market","City Park",Camanche,Clinton,Iowa,52730,-90.275,41.7939
1010782,"Camano Island Farmers Market","848 N. Sunrise Blvd.","Camano Island",Island,Washington,98282,-122.455221,48.241385
1018257,"Camarillo Hospice Certified Farmers Market","2220 Ventura Blvd.",Camarillo,Ventura,California,93010,-119.041311,34.216538
1010081,"Camas Farmer's Market","4th Avenue Between Everett And Franklin",Camas,Clark,Washington,98607,-122.402169,45.587164
1001631,"Cambria Farmers Market","Edgewater Street",Cambria,Columbia,Wisconsin,53923,-89.103246,43.5432324
1004898,"Cambria Farmers Market","Veterans Memorial Hall, Main & Cambria Streets",Cambria,"San Luis Obispo",California,93428,-121.096,35.5644
1007349,"Cambrian Park Farmers' Makret","Camden Ave. & Union Ave.","San Jose","Santa Clara",California,95124,-121.9314131,37.261812
1006887,"Cambridge Center Market","Main Street",Cambridge,Middlesex,Massachusetts,01450,-71.0873,42.3628
1012479,"Cambridge Central Square Farmers Market","Bishop Allen Dr. & Norfolk St.",Cambridge,Middlesex,Massachusetts,02139,-71.1012855,42.365228
1001753,"Cambridge Farmers Market","3239 285th Avenue",Isanti,Isanti,Minnesota,,-93.0094,45.586
1001638,"Cambridge Farmers Market","Tower Park Hwy 71",Cambridge,Washington,Idaho,83610,-116.678753,44.572846
1002969,"Cambridge Main Street Farmers' Market","Long Wharf Park",Cambridge,Dorchester,Maryland,21613,-76.072147,38.574894
1010107,"Cambridge Open Air Market","100 East Main Street",Cambridge,Dane,Wisconsin,53523,-89.01634,43.004004
1018781,"Cambridge Valley Farmers Market","Corner Of Main And Broad",Cambridge,Washington,"New York",12816,-73.3813726,43.0280128
1002747,"Cambridge/kendall Square Main Street","Cambridge Center Plaza",Cambridge,Middlesex,Massachusetts,,-71.0889,42.3623
1006890,Cambridgeport,"Morse Elemantary School 40 Granite St,",Cambride,Middlesex,Massachusetts,02139,-71.111,42.3552
1005216,"Camden Ahec Farmers Market","Broadway And Martin Luther King Blvd.",Camden,Camden,"New Jersey",08101,-75.119469,39.942729
1004233,"Camden Avenue Farmers Market","1401 Camden Avenue",Salisbury,Wicomico,Maryland,21801,-75.610099,38.340529
1000122,"Camden Farmers Market","4400 Osseo Rd",Minneapolis,Hennepin,Minnesota,55412,-93.309374,45.035867
1006182,"Camden Farmers Market","Highway 10 Bypass",Camden,Wilcox,Alabama,36726,-87.3034,32.0051
1006675,"Camden Farmers Market","Washington St.",Camden,Ouachita,Arkansas,71711,-92.8495,33.5848
1002674,"Camellia City Farmers Market","1808 Front St. East St. Tammany Chamber Parking Lot","Olde Towne Slidell","St. Tammany",Louisiana,70458,-89.788781,30.28138
1018502,"Cameron Park Farmers Market","King Street, Between 4th St And 5th Ave","La Crosse","La Crosse",Wisconsin,54601,-91.233344,43.807526
1003776,"Cameron Park Wednesday Farmers' Market","Burke's Junction (coach Lane)","Cameron Park","El Dorado",California,95682,-120.97264,38.657728
1009861,"Camp Lejeune Farmers Market","Building 1231 Marine Corps Exchange Parking Lot","Camp Lejeune",Onslow,"North Carolina",28542,-77.3423982,34.5928144
1006428,"Campbell County Farmers Market Association","U.S. 27",Alexandria,Campbell,Kentucky,41001,-84.392748,38.977291
1006429,"Campbell County Farmers Market Association","Martha Layne Collins Blvd.","Highland Heights",Campbell,Kentucky,41076,-84.4521,39.0282
1009653,"Campbell County Farmers Market Association","709 Monmouth St.",Newport,Campbell,Kentucky,41071,-84.492037,39.090155
1007356,"Campbell Farmers' Market","Campbell Avenue At Central Ave.",Campbell,"Santa Clara",California,95008,-121.944,37.2871
1006978,"Campton Farmers' Market","Route 49",Campton,Grafton,"New Hampshire",03223,-71.642885,43.850926
1006485,"Canaan Farmers' Market","Rt. 2",Canaan,Somerset,Maine,04924,-69.5617,44.7617
1011170,"Canaan Farmers' Market",,Canaan,Grafton,"New Hampshire",03741,-72.010402,43.646615
1009034,"Canal District Farmers Market","200 Harding Street",Worcester,Worcester,Massachusetts,01604,-71.797436,42.256235
1009411,"Canal Fulton Farmers Market","2309 Locust Street","Canal Fulton",,Ohio,44614,-81.5686,40.8822
1012183,"Canal Market District","24 East Canal St",Newark,Licking,Ohio,43055,-82.401054,40.056583
1001214,"Canal Winchester Farmers Market","36 South High Street","Canal Winchester",Franklin,Ohio,43110,-82.8059,39.842
1002058,"Canandaigua Farmers Market","Corner Of Mill And Beaman Sts.",Canandaigua,Ontario,"New York",14424,-77.2785,42.8854
1002837,"Canandaigua Va Medical Center Farmers Market","400 Fort Hill Ave",Canandaigua,Ontario,"New York",14424,-77.2708381712437,42.9008046537638
1006790,"Canby Saturday Market","1st Ave At Holly Street",Canby,Clackamas,Oregon,97013,-122.6939354,45.2624984
1007034,"Cando Farmers Market","4th Ave & 10th St",Cando,Towner,"North Dakota",58324,-99.2052,48.4848
1003627,"Cane River Green Market","Downtown Riverbank",Natchitoches,Natchitoches,Louisiana,71457,-93.086021,31.760976
1011690,"Cankdeska Cikana Community College Farmer's Market","214 1st Ave","Fort Totten",Benson,"North Dakota",58335,-98.990303,47.978245
1012548,"Cannon Beach Farmers Market","163 Gower St.","Cannon Beach",Clatsop,Oregon,97110,-123.9607538,45.8898257
1008796,"Cannon Park Community Market","120 N. Greenbriar Rd.",Carterville,Williamson,Illinois,62918,-89.0956887,37.7616326
1012038,"Canoga Park Certified Farmers Market","7248 Owensmouth St","Canoga Park","Los Angeles",California,91303,-118.601612,34.203746
1018360,"Canon City Farmers Market","211 South 3rd Street","Canon City",Fremont,Colorado,81212,-105.43965,38.4729666
1012636,"Canterbury Community Farmers Market Association","Center Street",Canterbury,Merrimack,"New Hampshire",03224,-71.565515,43.338273
1009037,"Canterbury Village Farmers Market","2369 Joslyn Ct. (main Courtyard)","Lake Orion",Oakland,Michigan,48360,-83.239661,42.784475
1001397,"Canton Farmers Market","130 E Main Street",Canton,Cherokee,Georgia,30114,-84.490904,34.236863
1002869,"Canton Farmers Market","100 Depot Drive",Canton,Madison,Mississippi,39046,-90.035727,32.613767
1006495,"Canton Farmers Market","90 E. Locust St.",Canton,Fulton,Illinois,61542,-90.0349,40.5583
1008518,"Canton Farmers Market","Main & Court",Canton,"St. Lawrence","New York",,-75.168835,44.5955
1001172,"Canton Farmers Market","Massachusetts Hospital School, 3 Randoph St",Canton,Norfolk,Massachusetts,02021,-71.1246,42.1766
1017959,"Canton Farmers Market","500 N. Ridge Road",Canton,Wayne,Michigan,48188,-83.5346416,42.3087119
1009677,"Canton Farmers Market And Heritage Crafts","58 Park St",Canton,Haywood,"North Carolina",28716,-82.840876,35.531962
1005102,"Canton Farmers' Market","2600 6th St. Sw",Canton,Stark,Ohio,44702,-81.403597,40.79609
1005101,"Canton Farmers' Market","Mckinley Ave Nw And 4th St. Nw",Canton,Stark,Ohio,44702,-81.3775854,40.8012557
1007855,"Canyon Lake Cfm","31528-31568 Railroad Canyon Road","Canyon Lake","Riverside County",California,,-117.253,33.6733
1010438,"Canyonville Farmer's Market","146 Chief Miwaleta Ln",Canyonville,Douglas,Oregon,97417,-123.283313,42.939199
1005325,"Cape Ann Farmers Market","Church Street",Gloucester,Essex,Massachusetts,01930,-70.66579,42.612646
1005326,"Cape Ann Farmers Market","Stage Fort Park",Gloucester,Essex,Massachusetts,01930,-70.67753,42.60567
1018068,"Cape Coral Farmers' Market","Se 47th Terr & Se 10th Pl","Cape Coral",Lee,Florida,33904,-81.952514,26.563733
1006963,"Cape Girardeau Farmers' Market","West Park Mall, 3049 Williams St.","Cape Girardeau","Cape Girardeau",Missouri,63701,-89.569613,37.29629
1005285,"Cape Riverfront Market","35 S. Spanish St.","Cape Girardeau","Cape Girardeau",Missouri,63701,-89.519874,37.302699
1006275,"Cape Vincent Farmers & Crafters Market","Village Green, Broadway (rt. 12)","Cape Vincent",Jefferson,"New York",13618,-76.3343,44.1289
1011930,"Capital City Farmers Market","126 West Loockerman Street (loockerman Way Plaza)",Dover,Kent,Delaware,19904,-75.5262294,39.1576541
1004444,"Capital City Farmers Market","Sioux Avenue / Coteau Street",Pierre,Hughes,"South Dakota",57501,-100.352653,44.365983
1006925,"Capital City Farmers Market","165 E Front St.",Trenton,Mercer,"New Jersey",08605,-74.763513,40.218627
1018446,"Capital City Farmers Market - Indoor","89 Main Street",Montpelier,Washington,Vermont,05601,-72.574892,44.260358
1018443,"Capital City Farmers Market - Outdoor","60 State Street",Montpelier,Washington,Vermont,05601,-72.577201,44.260362
1000314,"Capital District Farmers Market In Menands","381 Broadway (route 32)",Menands,Albany,"New York",12204,-73.718251,42.694982
1010194,"Capital District Physicians' Health Plan Farmers Market","500 Patroon Creek Blvd","Albany, Ny",Albany,"New York",12206,-73.805466,42.685543
1003527,"Capital Farmers Market I","900 26th St S.",Bismarck,Burleigh,"North Dakota",,-100.753,46.7949
1018359,"Capital Harvest On The Plaza","1300 Pennsylvania Avenue",Dc,"District Of Columbia","District Of Columbia",20004,-77.030256,38.894748
1008481,"Capital Regional Medical Center Farmers' Market","1432 Southwest Boulevard","Jefferson City",Cole,Missouri,65102,-92.200082,38.563511
1004765,"Capitan Farmers' Market","100 Lincoln Ave.",Capitan,Lincoln,"New Mexico",,-105.573184,33.545383
1003526,"Capitol Farmers Market Ii","2625 State St.",Bismarck,Burleigh,"North Dakota",58505,-100.772,46.835
1000437,"Capitol Hill Farmers Market","800 E. 12th Street","Des Moines",Polk,Iowa,50316,-93.6031,41.5958
1004165,"Capitol Hill Farmers Market","Broadway Ave E And E Pine Street",Seattle,King,Washington,98122,-122.312668,47.6156044
1004827,"Capitol Market","800 Smith St.",Charleston,Kanawha,"West Virginia",25301,-81.6284,38.3525
1016796,"Capitol Midweek Farmers Market","10th And Jackson St",Topeka,Shawnee,Kansas,66612,-95.677761,39.046813
1009280,"Capitol Riverfront Farmers Market At Canal Park","200 M St. Se",Washington,,"District Of Columbia",20003,-77.0033,38.8765
1004700,"Capitol View Farmers Market","5901 Sharpsburg Drive",Madison,Dane,Wisconsin,53718,-89.279478,43.085699
1002791,"Captina Produce Auction","39050 West Captina Highway",Barnesville,Belmont,Ohio,43713,-81.1027,39.9319
1018579,"Captiol Hill Farmers Market","3 Capitol Hill",Providence,Providence,"Rhode Island",02908,-71.414641,41.833418
1018375,"Captiva Island Farmers Market At South Seas Resort","5400 Plantation Road","Captiva Island",Lee,Florida,33924,-82.190561,26.525179
1006857,"Carbondale Community Friday Night Fair","51 N & 13 W",Carbondale,Jackson,Illinois,62901,-89.21672,37.727425
1003292,"Carbondale Farmers Market","4th And Main St",Carbondale,Garfield,Colorado,81623,-107.211263,39.400039
1005004,"Carbondale Farmers Market","1 North Main Street",Carbondale,Lackawanna,Pennsylvania,18407,-75.502489,41.572266
1011167,"Carbondale Farmers' Market","2101 W. Main St",Carbondale,Jackson,Illinois,62901,-89.243412,37.7302319
1012654,"Carefree Farmers Market","1 Sundial Circle",Carefree,Maricopa,Arizona,85377,-111.9217879,33.8246683
1011204,"Carencro Cultural District Farmers Market","210 E. St. Peter Street",Carencro,Lafayette,Louisiana,70520,-92.046885,30.317346
1003478,"Caribou Farmers Market","159 Bennett Drive",Caribou,Aroostook,Maine,04736,-68.000565,46.870637
1001447,"Carlisle County Farmers Market","Highway 51",Bardwell,Carlisle,Kentucky,42023,-89.0086,36.869
1012670,"Carlisle Farmer's Market","95 Highway 5",Carlisle,Warren,Iowa,50047,-93.486073,41.494981
1002284,"Carlisle Farmers Market","260 York Road",Carlisle,Cumberland,Pennsylvania,17013,-77.1665,40.1944
1011230,"Carlisle Farmers Market","343 Bedford Street",Carlisle,Middlesex,Massachusetts,01741,-71.337766,42.52476
1004804,"Carlsbad Downtown Farmers' Market","102 N. Canal St.",Carlsbad,Eddy,"New Mexico",,-104.228454,32.420235
1017923,"Carlton County Farmers Market Carlton","90 Chestnut Avenue",Carlton,Carlton,Minnesota,55718,-92.42868,46.664573
1017922,"Carlton County Farmers Market Cloquet","904 Hwy 33 South",Cloquet,Carlton,Minnesota,55720,-92.457819,46.710401
1002693,"Carlyle Courthouse Square Farmers Market","On 8th Street Between Fairfax And Franklin (old Rt.50)",Carlyle,Clinton,Illinois,62231,-89.367814,38.61065
1007367,"Carmel Farmers Market","5 Center Green",Carmel,Hamilton,Indiana,46032,-86.13041,39.96943
1008450,"Carmel Farmers Markets At The Barnyard Shopping Village","3690 The Barnyard",Carmel,Monterey,California,93923,-121.9270394,36.9872756
1006651,"Carnation Farmers Market","Corner Of Bird And Stossel",Carnation,King,Washington,98014,-121.912419,47.648587
1009038,"Caro Farmers Market","M-81 On Court House Lawn",Caro,Tuscola,Michigan,48723,-83.393464,43.490938
1010092,"Carolina Beach Farmer's Market","Lake Park Blvd At Atlanta Ave","Carolina Beach","New Hanover","North Carolina",28428,-77.895273,34.029778
1012028,"Carolina Forest Farmers Market","2554 Carolina Forest Blvd","Myrtle Beach",Horry,"South Carolina",29579,-78.9601017,33.7601724
1019417,"Carolina Fresh Market And More","6619 Hwy 29 North",Pelzer,Anderson,"South Carolina",29669,-82.4614,34.641892
1010106,"Caroline Farmers Market","522 Valley Road",Brooktondale,Tompkins,"New York",14817,-76.39337,42.380903
1006968,"Carondelet Farmers' Market","7701 S. Broadway","St. Louis","St. Louis",Missouri,63111,-90.2591,38.5467
1011610,"Carousel Park Farmers Market","3700 Limestone Road",Wilmington,"New Castle",Delaware,19808,-75.683661,39.734265
1006696,"Carpenteria Cfm","800 Block Linden Ave.",Carpenteria,"Santa Barbara",California,,-119.52,34.3976
1011740,"Carrboro Farmers' Market","301 West Main Street",Carrboro,Orange,"North Carolina",27510,-79.077593,35.910879
1017930,"Carrick Citparks Farmers Market","1529 Brownsville Road",Pittsburgh,Allegheny,Pennsylvania,15210,-79.988803,40.400201
1004738,"Carroll County Farmer's Market","700 Agricultural Center Drive",Westminster,Carroll,Maryland,21157,-77.00017,39.555942
1004016,"Carroll Farmers Market","Westgate Mall Parking Lot",Carroll,Carroll,Iowa,51401,-94.8641,42.0722
1006021,"Carroll Gardens Greenmarket","Carroll St, Between Court & Smith Sts",Brookyn,Kings,"New York",11231,-73.99543,40.680703
1008322,"Carrollton Farmers Market","Carrollton Uptown Square",Carrollton,Carroll,Missouri,64633,-93.496941,39.358097
1000808,"Carrollton, Illinois Chamber Of Commerce Farmer's Market","524 S.5th St.",Carrollton,Greene,Illinois,62016,-90.4076327,39.2994549
1006098,"Carrolton Weekly Farmers Market","Sr 43 S.",Carrolton,Carroll,Ohio,44615,-81.0869,40.572
1019270,"Carson Farmers Market @ 3rd & Curry St.","3rd & Curry St.","Carson City","Carson City",Nevada,89701,-119.768216,39.162787
1000369,"Carson Farmers Market","Carson St. & Bonita St.",Carson,"Los Angeles",California,90810,-118.259,33.8316
1007563,"Carter County Farmers’ Market","94 Fairground Drive",Grayson,Carter,Kentucky,,-82.9037,38.332
1001264,"Carthage Farm & Craft Farmers Market","Market Pavillion, Riverside Drive",Carthage,Jefferson,"New York",,-75.6125,43.977
1002722,"Carthage Farmers Market","Courthouse Square",Carthage,Hancock,Illinois,62321,-91.13503,40.41271
1007651,"Carthage Farmers' Market","Downtown Square",Carthage,Jasper,Missouri,64836,-94.313535,37.167703
1002263,"Cartwright Pavilion Farmers Market","2nd Avenue & State Street",Marshalltown,Marshall,Iowa,50158,-92.9137,42.0382
1012093,"Carver Farmers Market","108 Main St.",Carver,Plymouth,Massachusetts,02330,-70.769182,41.888852
1012173,"Cary Downtown Farmers Market","135 W. Chatham St",Cary,Wake,"North Carolina",27511,-78.7823443,35.7869682
1009997,"Cary Farmers Market","W. Main Street And Rt. 14",Cary,Mchenry,Illinois,60013,-88.2387729,42.2087629
1011489,"Casa Larga Vineyards Farm To Table To Marketplace","2287 Turk Hill Road",Fairport,Monroe,"New York",14450,-77.4318929,43.0505711
1002636,"Cascade Farmers Market","Riverview Park",Cascade,Dubuque,Iowa,52033,-91.3408,42.1376
1002040,"Cascade Locks Farmers & Artists Market","Cascade Locks Mall","Cascade Locks",,Oregon,97220,-121.891,45.6698
1000566,"Casco Farmers' Market","940 Meadow Road, Route 121",Casco,Cumberland,Maine,04015,-70.522297,44.003917
1008997,"Case Western Reserve University Farmers Market","2109 Adelbert Rd.",Cleveland,Cuyahoga,Ohio,44106,-81.604037,41.504893
1006912,"Cashiers Tailgate Market","In Downtown Cashier, Heading West On Hwy 64 , In The Parking Lot Of Cashiers Community Center Between Cashiers And Fire Station",Cashier,"Jackson County","North Carolina",,-83.1013,35.1106
1007668,"Cass County Farmers' Market","2601 Cantrell Rd",Adrian,Bates,Missouri,64720,-94.3725,38.6591
1007644,"Cass Lake Farmers' Market","Downtown Cass Lake","Cass Lake","Cass County",Minnesota,,-94.6109,47.382
1009464,"Cassopolis Farmers Market","980 East State Street (across From The Phillips 66 Station)",Cassopolis,,Michigan,49031,-86.0023,41.9115
1004317,"Cassville Farmers Market","Riverside Park",Cassville,Grant,Wisconsin,53806,-90.986,42.7262
1003586,"Castine Farmers' Market","1 School St.",Castine,Hancock,Maine,04420,-68.7983,44.3903
1011711,"Castle Hills Farm To Market","2211 Nw Military","Castle Hills",Bexar,Texas,78213,-98.5224,29.534131
1003143,"Castle Rock Farmers Market, Aka Plum Creek Valley Farmers Market","3rd Sreet And Wilcox","Castle Rock",Douglas,Colorado,80104,-104.8600299,39.3722755
1002900,"Castleton Village Farmers' Market","Main Street",Castleton,Rutland,Vermont,05735,-73.1779,43.6116
1011460,"Castro Certified Farmers' Market","Noe St. And Market St.","San Francisco","San Francisco",California,94114,-122.433102,37.764428
1007358,"Castro Valley Farmers' Market","Redwood Road And Norbridge Ave.","Castro Valley",Alameda,California,94546,-122.0739386,37.6925557
1012399,"Caswell County Local Foods Council ""caswell Farmers Market""","4807 Nc Hwy 57 N",Semora,Caswell,"North Carolina",27344,-79.152655,36.4993399
1007844,"Catalina, Saturday Market","16120 N. Oracle Rd.",Tucson,"Pima County",Arizona,,-110.925,32.499
1008276,"Catawba County Public Health Farmers Market","3070 11th Ave Dr. Se",Hickory,Catawba,"North Carolina",28602,-81.269507,35.712066
1007210,"Catawba Farmers Market","W9241 Highway 8",Catawba,Price,Wisconsin,54515,-90.4864,45.5389
1012444,"Catawba Farms Farmers' Market","1670 Southwest Blvd",Newton,Catawba,"North Carolina",28658,-81.221788,35.637794
1019159,"Catawba Valley Farmers Market","4965 Catawba Creek Road",Catawba,Roanoke,Virginia,24070,-80.1068482,37.3835006
1011215,"Cathedral Community Farm Stand",,"296 Flower City Park",Monroe,"New York",14615,-77.6327462,43.1931226
1003681,"Catonsville Farmers Market","5820 Edmondson Ave",Catonsville,Baltimore,Maryland,21228,-76.716714,39.280704
1002643,"Catonsville Sunday Farmers Market","730 Frederick Road",Catonsville,Baltimore,Maryland,21228,-76.732893,39.272265
1003975,"Catskill Region Farmers Market","Main Street And Church Street",Earlton,Greene,"New York",12058,-73.8659,42.2204
1003323,"Cavalier Farmers Market","C Store",Cavalier,Pembina,"North Dakota",58220,-97.7073,48.7749
1008732,"Cave City Farmer's Market","502 Mammoth Cave St","Cave City",Barren,Kentucky,42127,-85.967205,37.141409
1002953,"Cayucos Farmers Market","Vets Hall Parking Lot",Cayucos,"San Luis Obispo",California,93430,-120.912,35.4454
1010163,"Cazenovia Farmers Market","Memorial Park, Albany Street",Cazenovia,Madison,"New York",13035,-75.855241,42.929771
1009351,"Ccc Farmers Market In Bonanza","Highway 70 Between 5th And 6th",Bonanza,,Oregon,97623,-121.408,42.1987
1006846,"Ccfa Buena Vista Farmers Market","409 E. Main","Buena Vista",Chaffee,Colorado,81211,-106.129207,38.842674
1006847,"Ccfa Salida Farmers Market","5th And E Street",Salida,Chaffee,Colorado,81201,-105.99412,38.532657
1005295,"Cecil B. Moore Farmers' Market","Cecil B. Moore Avenue Between Broad And 13th Streets",Philadelphia,Philadelphia,Pennsylvania,19122,-75.156709,39.978617
1018146,"Cecil County Farmers' Market - North East","308 South Main Street","North East",Cecil,Maryland,21901,-75.941717,39.596555
1000690,"Cedar City's Downtown Farmer's Market","Hoover & 100 West","Cedar City",Iron,Utah,84720,-113.063291,37.679456
1000115,"Cedar County Farmers Market","South Of Courthouse On 4th Street",Tipton,Cedar,Iowa,52772,-91.1361,41.7647
1008436,"Cedar County Farmers' Market-el Dorado Springs","1317 S. Hwy 32","El Dorado Springs",Cedar,Missouri,64744,-94.011533,37.860929
1012616,"Cedar Falls Farmers Market","Clay & Third Streets","Cedar Falls","Black Hawk",Iowa,50613,-92.4481584,42.5359498
1012484,"Cedar Mill Farmers Market","Corner Of Nw Cornell And Murray Roads",Portland,Washington,Oregon,97229,-122.8141034,45.5263877
1006003,"Cedar St. Greenmarket","Cedar Street Between Church & Broadway","New York City","New York","New York",,-74.0109,40.7088
1003488,"Cedar Valley Farmers Market","01 Railroad Street",Murphy,Cherokee,"North Carolina",28906,-84.036747,35.085835
